job_in_feb,work_in_feb,bus_in_feb,work_days_feb,work_hours_feb,take_home_pay_feb,job_in_apr,work_in_apr,bus_in_apr,work_days_apr,work_hours_apr,take_home_pay_apr,last_monthly_pay_apr,return_to_work,main_form_work,usual_work
Yes,,,7.0,10.0,30000.0,Yes,,,7.0,,,30000.0,,Regular job,Craft and related trades workers
No,Yes,,5.0,2.0,1700.0,Yes,,,,,2000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,7000.0,Yes,,,5.0,8.0,,7000.0,,Regular job,Service and sales workers
Yes,,,4.0,8.0,7700.0,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,Yes,,,,,,,,,Professionals
Yes,,,,,,Yes,,,5.0,9.0,,20000.0,,Regular job,Managers
No,No,No - I did nothing,,,,Yes,,,7.0,8.0,,1500.0,,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,5.0,2010.0,Yes,,,7.0,5.0,,2010.0,,Regular job,Clerical support workers
Yes,,,5.0,8.0,12400.0,Yes,,,5.0,8.0,,12400.0,,Regular job,Service and sales workers
Yes,,,5.0,9.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,12.0,5300.0,Yes,,,6.0,12.0,,5700.0,,Regular job,Service and sales workers
No,No,Yes,3.0,2.0,700.0,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,12.0,3600.0,Yes,,,7.0,7.0,,,,Casual work,
Yes,,,4.0,12.0,,Yes,,,4.0,8.0,,,,Regular job,Service and sales workers
No,No,Yes,,,200.0,Yes,,,,,1500.0,,,Self-employed,
Yes,,,5.0,8.0,3000.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,6.0,800.0,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,6.0,,Yes,,,,,4000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,1000.0,,Yes,Self-employed,
Yes,,,5.0,8.0,2800.0,No,No,No - I'm employed,,,,,,Casual work,"Plant and machine operators, and assemblers"
Yes,,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2300.0,No,No,No - I did nothing,,,,,,,
Yes,,,5.0,7.0,15000.0,Yes,,,5.0,7.0,,15000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Self-employed,
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I'm employed,0.0,0.0,,,,,Not Employed
Yes,,,7.0,8.0,15000.0,No,No,No - I'm employed,0.0,0.0,,10000.0,,Regular job,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,6.0,24.0,1100.0,Yes,,,7.0,9.0,,1600.0,,Regular job,Elementary occupations
Yes,,,0.0,0.0,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,3500.0,No,No,Yes,0.0,,,0.0,,Casual work,Clerical support workers
,,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,12.0,4800.0,Yes,,,5.0,12.0,,4900.0,,Regular job,Service and sales workers
Yes,,,4.0,8.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,24.0,35000.0,Yes,,,7.0,24.0,,35000.0,,Regular job,Managers
Yes,,,7.0,8.0,,Yes,,,7.0,8.0,,12000.0,,Regular job,Managers
Yes,,,7.0,8.0,6000.0,Yes,,,5.0,8.0,,5000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,8.0,3300.0,No,,No - I did nothing,0.0,0.0,,1000.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,2800.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,5.0,8.0,,Yes,,,5.0,8.0,,4000.0,,Regular job,"Plant and machine operators, and assemblers"
Yes,,,5.0,5.0,2500.0,No,No,No - I did nothing,,,,,Yes,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,800.0,Yes,,,6.0,8.0,,3000.0,,Regular job,Service and sales workers
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
Yes,,,6.0,12.0,,Yes,,,7.0,12.0,,7000.0,,Regular job,Clerical support workers
No,Yes,,1.0,5.0,150.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,12.0,2500.0,No,No,No - I did nothing,,,,,Yes,Regular job,Service and sales workers
Yes,,,5.0,3.0,,No,No,No - I did nothing,,,,6000.0,Yes,Regular job,Service and sales workers
Yes,,,3.0,8.0,990.0,No,No,No - I did nothing,0.0,0.0,,990.0,Yes,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,,Yes,,,5.0,7.0,,,,Regular job,Professionals
Yes,,,7.0,12.0,2000.0,Yes,,,7.0,12.0,,2000.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,11000.0,Yes,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,16000.0,No,No,No - I did nothing,0.0,0.0,,6000.0,Yes,Regular job,Craft and related trades workers
Yes,,,4.0,8.0,,Yes,,,4.0,8.0,,,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,4100.0,No,No,No - I'm employed,,,,4100.0,,Regular job,Elementary occupations
Yes,,,,,,No,No,No - I did nothing,,,,,Yes,Regular job,Elementary occupations
No,Yes,,5.0,12.0,,Yes,,,5.0,12.0,,,,Regular job,"Plant and machine operators, and assemblers"
Yes,,,5.0,8.0,3700.0,Yes,,,5.0,8.0,,3700.0,,Regular job,Elementary occupations
No,No,Yes,1.0,8.0,200.0,No,No,No - I did nothing,,,,,No,,
No,Yes,,3.0,5.0,300.0,No,Yes,,,,400.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,2.0,8.0,400.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,12.0,,Yes,,,6.0,12.0,,,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,1.0,1.0,60.0,Yes,,,2.0,2.0,,,,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,,No,No,No - I did nothing,,,,,Yes,Regular job,Elementary occupations
Yes,,,5.0,8.0,16000.0,No,No,No - I'm employed,,,,16000.0,,Regular job,Professionals
No,Yes,,1.0,7.0,150.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,3500.0,Yes,,,5.0,8.0,,3500.0,,Regular job,Technicians and associate professionals
No,Yes,,1.0,9.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,9300.0,Yes,,,,,,9330.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,,No,No - I did nothing,,,,,Yes,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,0.0,0.0,,,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,6000.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,3100.0,Yes,,,0.0,0.0,,3100.0,,Regular job,Elementary occupations
Yes,,,5.0,7.0,2688.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,13000.0,No,No,No - I'm employed,,,,13000.0,,Regular job,Professionals
Yes,,,5.0,8.0,13200.0,Yes,,,2.0,3.0,,13200.0,,Regular job,Clerical support workers
Yes,,,5.0,8.0,4400.0,No,No,No - I did nothing,0.0,0.0,,780.0,Yes,Casual work,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,3500.0,No,No,No - I did nothing,0.0,0.0,,3500.0,Yes,Regular job,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,2.0,7.0,780.0,No,No,No - I did nothing,0.0,0.0,,780.0,Yes,Regular job,Elementary occupations
No,No,Yes,1.0,7.0,375.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,1483.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,Yes,,5.0,8.0,,2100.0,,Casual work,Technicians and associate professionals
Yes,,,7.0,8.0,3000.0,Yes,,,7.0,8.0,,4500.0,,Regular job,Elementary occupations
Yes,,,5.0,8.0,,No,No,No - I'm employed,,,,,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,0.0,Yes,Casual work,Elementary occupations
Yes,,,5.0,8.0,8500.0,Yes,,,5.0,8.0,,9042.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,700.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,,No,No,No - I did nothing,0.0,8.0,,,Yes,Regular job,Service and sales workers
No,Yes,,4.0,8.0,3500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,11500.0,No,No,No - I did nothing,,,,11500.0,Yes,Regular job,Managers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,1.0,2.0,50.0,No,No,No - I did nothing,,,,,No,,
No,No,Yes,2.0,,150.0,Yes,,,,,500.0,,,Self-employed,
Yes,,,7.0,5.0,10400.0,Yes,,,5.0,5.0,,10400.0,,Regular job,Professionals
Yes,,,7.0,12.0,8000.0,Yes,,,7.0,12.0,,32000.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,0.0,Yes,Regular job,Service and sales workers
Yes,,,5.0,8.0,9000.0,No,No,No - I did nothing,,,,9000.0,Yes,Regular job,Service and sales workers
No,No,Yes,,,,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,,,,No,No,Yes,,,,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,10.0,1600.0,No,No,No - I did nothing,,,,,No,,
No,Yes,,,,,No,No,No - I did nothing,,,,,Yes,Self-employed,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,3.0,11.0,7000.0,Yes,,,,,7000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,Yes,,,3.0,3.0,,,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,4800.0,No,No,No - I'm employed,,,,0.0,,Casual work,Clerical support workers
Yes,,,7.0,,1000.0,No,No,No - I did nothing,,,,1000.0,Yes,Casual work,Service and sales workers
Yes,,,5.0,9.0,5500.0,Yes,,,5.0,9.0,,5500.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,Yes,7.0,0.0,,,,Casual work,Self-Employed
No,Yes,,7.0,12.0,1500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,2700.0,Yes,,,6.0,8.0,,,,Regular job,Elementary occupations
No,Yes,,5.0,1.0,1400.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,2.0,8.0,2500.0,Yes,,,5.0,8.0,,2500.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,8000.0,Yes,,,5.0,9.0,,8000.0,,Regular job,Clerical support workers
Yes,,,5.0,7.0,4900.0,No,No,No - I'm employed,,,,0.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,2.0,8.0,780.0,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,8.0,780.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,No,No,No - I'm employed,,,,,,,Craft and related trades workers
Yes,,,7.0,14.0,700.0,Yes,,,0.0,0.0,,,,Regular job,"Plant and machine operators, and assemblers"
No,No,Yes,7.0,12.0,,Yes,,,7.0,12.0,,,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I did nothing,,,,,No,,
Yes,,,,,800.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,1500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,5.0,0.0,,,,Regular job,Elementary occupations
No,No,No - I'm employed,0.0,0.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,21500.0,No,No,Yes,,,,18000.0,,Casual work,Service and sales workers
Yes,,,5.0,8.0,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,18000.0,Yes,,,0.0,0.0,,18000.0,,Regular job,Managers
No,No,No - I did nothing,,,,Yes,,,7.0,12.0,,,,Casual work,"Plant and machine operators, and assemblers"
No,Yes,,0.0,0.0,0.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,0.0,0.0,0.0,No,Yes,,,,300.0,,,I run a business,
Yes,,,4.0,8.0,2000.0,Yes,,,4.0,8.0,,1800.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,4800.0,Yes,,,4.0,12.0,,4800.0,,Regular job,Service and sales workers
Yes,,,,,8.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Elementary occupations
Yes,,,5.0,12.0,,Yes,,,4.0,12.0,,,,Regular job,"Plant and machine operators, and assemblers"
No,Yes,,7.0,6.0,6000.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,9.0,2800.0,No,No,No - I did nothing,0.0,0.0,,2800.0,Yes,Regular job,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
No,Yes,,7.0,9.0,4000.0,No,Yes,,7.0,,,4000.0,,Regular job,Clerical support workers
No,No,No - I'm employed,0.0,0.0,0.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,2.0,6.0,1500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,1100.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,1500.0,Yes,,,5.0,8.0,,2000.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,1.0,,1500.0,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,5.0,,300.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,Yes,,,,,,,,Casual work,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Regular job,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,10000.0,Yes,,,5.0,6.0,,9000.0,,Casual work,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,5.0,8.0,500.0,Yes,,,5.0,8.0,,,,Regular job,Craft and related trades workers
Yes,,,7.0,9.0,10500.0,Yes,,,7.0,9.0,,10800.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,No,No,No - I'm employed,,,,,,Regular job,Professionals
Yes,,,5.0,8.0,500.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,3.0,3500.0,Yes,,,3.0,3.0,,,,Casual work,Technicians and associate professionals
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,4000.0,No,Yes,,0.0,0.0,,3900.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,27000.0,Yes,,,5.0,8.0,,27000.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,18000.0,No,No,No - I did nothing,,,,18000.0,Yes,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,,,,Yes,,,,,,,,Regular job,Clerical support workers
Yes,,,5.0,7.0,17000.0,Yes,,,,,,40000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,7.0,2500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,4.0,8.0,1500.0,No,No,No - I did nothing,,,,,,,
Yes,,,4.0,8.0,4500.0,No,No,No - I'm employed,,,,4500.0,,Casual work,Professionals
Yes,,,5.0,8.0,,No,No,Yes,,,,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,5.0,7.0,5000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,8.0,780.0,No,Yes,,0.0,0.0,,780.0,,Regular job,Clerical support workers
No,Yes,,5.0,8.0,2500.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,6.0,2500.0,Yes,,,,,,2500.0,,Regular job,Elementary occupations
Yes,,,5.0,5.0,3000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,2125.0,No,No,No - I did nothing,0.0,0.0,,1900.0,Yes,Regular job,Clerical support workers
No,Yes,,3.0,8.0,1900.0,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Regular job,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,Yes,,,,,,,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,12.0,8000.0,Yes,,,7.0,12.0,,8000.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,Yes,,,5.0,8.0,,,,Casual work,Elementary occupations
Yes,,,5.0,8.0,11000.0,Yes,,,5.0,8.0,,11000.0,,Regular job,"Plant and machine operators, and assemblers"
Yes,,,5.0,8.0,18000.0,Yes,,,5.0,8.0,,20000.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,5.0,1600.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,1700.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,6.0,3200.0,Yes,,,4.0,5.0,,2800.0,,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,2500.0,Yes,,,5.0,9.0,,2500.0,,Regular job,Elementary occupations
Yes,,,4.0,8.0,2900.0,Yes,,,5.0,8.0,,,,Regular job,Elementary occupations
No,Yes,,5.0,2.0,300.0,Yes,,,,,200.0,,,I run a business,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,,,1500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,0.0,,,No,Yes,,,,,900.0,,Casual work,Service and sales workers
Yes,,,4.0,12.0,,Yes,,,4.0,12.0,,,,Regular job,Technicians and associate professionals
Yes,,,2.0,6.0,780.0,No,No,Yes,2.0,4.0,,780.0,,Casual work,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
Yes,,,2.0,4.0,840.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,3.0,6.0,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,5.0,,1500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,1800.0,No,No,No - I'm employed,,,,1800.0,,,Not Employed
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,5.0,,2000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,Yes,,,4.0,9.0,,,,Casual work,Managers
Yes,,,,,,Yes,,,5.0,9.0,,,,Regular job,Service and sales workers
Yes,,,5.0,8.0,3950.0,No,No,No - I did nothing,,,,3950.0,Yes,Regular job,Professionals
Yes,,,,,0.0,,No,No - I did nothing,,,,,No,,
Yes,,,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,1200.0,Yes,,,7.0,8.0,,,,Regular job,"Skilled agricultural, forestry and fishery workers"
